className,subclassShortName,source,level,name,description
Paladin,Conquest,XGE,3,Tenets of Conquest,"A paladin who takes this oath has the tenets of conquest seared on the upper arm.
-------------
 "
Paladin,Conquest,XGE,7,Aura of Conquest,"Starting at 7th level, you constantly emanate a menacing aura while you're not {@condition incapacitated}. The aura extends 10 feet from you in every direction, but not through total cover.
-------------
If a creature is {@condition frightened} of you, its speed is reduced to 0 while in the aura, and that creature takes psychic damage equal to half your paladin level if it starts its turn there.
-------------
At 18th level, the range of this aura increases to 30 feet.
-------------
 "
Paladin,Conquest,XGE,15,Scornful Rebuke,"Starting at 15th level, those who dare to strike you are psychically punished for their audacity. Whenever a creature hits you with an attack, that creature takes psychic damage equal to your Charisma modifier (minimum of 1) if you're not {@condition incapacitated}.
-------------
 "
Paladin,Conquest,XGE,20,Invincible Conqueror,"At 20th level, you gain the ability to harness extraordinary martial prowess. As an action, you can magically become an avatar of conquest, gaining the following benefits for 1 minute:
-------------
Once you use this feature, you can't use it again until you finish a long rest.
-------------
 "
Paladin,Conquest,XGE,20,Invincible Conqueror,"You have resistance to all damage.
-------------
When you take the {@action Attack} action on your turn, you can make one additional attack as part of that action.
-------------
Your melee weapon attacks score a critical hit on a roll of 19 or 20 on the {@dice d20}.
-------------
 "
Paladin,Redemption,XGE,3,Oath of Redemption,"The Oath of Redemption sets a paladin on a difficult path, one that requires a holy warrior to use violence only as a last resort. Paladins who dedicate themselves to this oath believe that any person can be redeemed and that the path of benevolence and justice is one that anyone can walk. These paladins face evil creatures in the hope of turning their foes to the light, and they slay their enemies only when such a deed will clearly save other lives. Paladins who follow this path are known as redeemers.
-------------
While redeemers are idealists, they are no fools. Redeemers know that undead, demons, devils, and other supernatural threats can be inherently evil. Against such foes, paladins who swear this oath bring the full wrath of their weapons and spells to bear. Yet the redeemers still pray that, one day, even creatures of wickedness will invite their own redemption.
-------------
 "
Paladin,Redemption,XGE,3,Channel Divinity: Emissary of Peace,"You can use your Channel Divinity to augment your presence with divine power. As a bonus action, you grant yourself a +5 bonus to Charisma ({@skill Persuasion}) checks for the next 10 minutes.
-------------
 "
Paladin,Redemption,XGE,3,Channel Divinity: Rebuke the Violent,"You can use your Channel Divinity to rebuke those who use violence. Immediately after an attacker within 30 feet of you deals damage with an attack against a creature other than you, you can use your reaction to force the attacker to make a Wisdom saving throw. On a failed save, the attacker takes radiant damage equal to the damage it just dealt. On a successful save, it takes half as much damage.
-------------
 "
Paladin,Redemption,XGE,3,Oath Spells,"You gain oath spells at the paladin levels listed.
-------------
 "
Paladin,Redemption,XGE,3,Oath of Redemption Spells,"[['Paladin Level', 'Spells'], ['3rd', '{@spell sanctuary}, {@spell sleep}'], ['5th', '{@spell calm emotions}, {@spell hold person}'], ['9th', '{@spell counterspell}, {@spell hypnotic pattern}'], ['13th', ""{@spell Otiluke's resilient sphere}, {@spell stoneskin}""], ['17th', '{@spell hold monster}, {@spell wall of force}']] "
Paladin,Redemption,XGE,3,Peace,"Violence is a weapon of last resort. Diplomacy and understanding are the paths to long-lasting peace.
-------------
 "
Paladin,Redemption,XGE,3,Innocence,"All people begin life in an innocent state, and it is their environment or the influence of dark forces that drives them to evil. By setting the proper example, and working to heal the wounds of a deeply flawed world, you can set anyone on a righteous path.
-------------
 "
Paladin,Redemption,XGE,3,Patience,"Change takes time. Those who have walked the path of the wicked must be given reminders to keep them honest and true. Once you have planted the seed of righteousness in a creature, you must work day after day to allow that seed to survive and flourish.
-------------
 "
Paladin,Redemption,XGE,3,Wisdom,"Your heart and mind must stay clear, for eventually you will be forced to admit defeat. While every creature can be redeemed, some are so far along the path of evil that you have no choice but to end their lives for the greater good. Any such action must be carefully weighed and the consequences fully understood, but once you have made the decision, follow through with it knowing your path is just.
-------------
 "
Paladin,Redemption,XGE,3,Tenets of Redemption,"The tenets of the Oath of Redemption hold a paladin to a high standard of peace and justice.
-------------
 "
Paladin,Redemption,XGE,7,Aura of the Guardian,"Starting at 7th level, you can shield others from harm at the cost of your own health. When a creature within 10 feet of you takes damage, you can use your reaction to magically take that damage, instead of that creature taking it. This feature doesn't transfer any other effects that might accompany the damage, and this damage can't be reduced in any way.
-------------
At 18th level, the range of this aura increases to 30 feet.
-------------
 "
Paladin,Redemption,XGE,15,Protective Spirit,"Starting at 15th level, a holy presence mends your wounds in battle. You regain hit points equal to {@dice 1d6} + half your paladin level if you end your turn in combat with fewer than half of your hit points remaining and you aren't {@condition incapacitated}.
-------------
 "
Paladin,Redemption,XGE,20,Emissary of Redemption,"At 20th level, you become an avatar of peace, which gives you two benefits:
-------------
If you attack a creature, cast a spell on it, or deal damage to it by any means but this feature, neither benefit works against that creature until you finish a long rest.
-------------
 "
Paladin,Redemption,XGE,20,Emissary of Redemption,"You have resistance to all damage dealt by other creatures (their attacks, spells, and other effects).
-------------
Whenever a creature hits you with an attack, it takes radiant damage equal to half the damage you take from the attack.
-------------
 "
Fighter,,PHB,1,Fighting Style,"You adopt a particular style of fighting as your specialty. Choose one of the following options. You can't take the same Fighting Style option more than once, even if you get to choose again.
-------------
 "
Fighter,,PHB,1,Fighting Style,"Archery
-------------
Close Quarters Shooter|UALightDarkUnderdark
-------------
Defense
-------------
Dueling
-------------
Great Weapon Fighting
-------------
Mariner|UAWaterborneAdventures
-------------
Protection
-------------
Tunnel Fighter|UALightDarkUnderdark
-------------
Two-Weapon Fighting
-------------
Superior Technique|UAClassFeatureVariants
-------------
Blind Fighting|UAClassFeatureVariants
-------------
Interception|UAClassFeatureVariants
-------------
Thrown Weapon Fighting|UAClassFeatureVariants
-------------
Unarmed Fighting|UAClassFeatureVariants
-------------
Blind Fighting|TCE
-------------
Interception|TCE
-------------
Superior Technique|TCE
-------------
Thrown Weapon Fighting|TCE
-------------
Unarmed Fighting|TCE "
Fighter,,PHB,1,Second Wind,"You have a limited well of stamina that you can draw on to protect yourself from harm. On your turn, you can use a bonus action to regain hit points equal to {@dice 1d10} + your fighter level.
-------------
Once you use this feature, you must finish a short or long rest before you can use it again.
-------------
 "
Fighter,,PHB,2,Action Surge,"Starting at 2nd level, you can push yourself beyond your normal limits for a moment. On your turn, you can take one additional action.
-------------
Once you use this feature, you must finish a short or long rest before you can use it again. Starting at 17th level, you can use it twice before a rest, but only once on the same turn.
-------------
 "
Fighter,,PHB,3,Martial Archetype,"At 3rd level, you choose an archetype from the list available that you strive to emulate in your combat styles and techniques. The archetype you choose grants you features at 3rd level and again at 7th, 10th, 15th, and 18th level.
-------------
 "
Fighter,,PHB,4,Ability Score Improvement,"When you reach 4th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
-------------
If your DM allows the use of feats, you may instead take a {@5etools feat}.
-------------
 "
Fighter,,TCE,4,Martial Versatility,"{@i 4th-level fighter {@variantrule optional class features}}
-------------
Whenever you reach a level in this class that grants the Ability Score Improvement feature, you can do one of the following, as you shift the focus of your martial practice:
-------------
 "
Fighter,,TCE,4,Martial Versatility,"Replace a {@filter fighting style} you know with another fighting style available to fighters.
-------------
If you know any {@filter maneuvers} from the {@class fighter} archetype, you can replace one maneuver you know with a different maneuver.
-------------
 "
Fighter,,PHB,5,Extra Attack,"Beginning at 5th level, you can attack twice, instead of once, whenever you take the {@action Attack} action on your turn.
-------------
The number of attacks increases to three when you reach 11th level in this class and to four when you reach 20th level in this class.
-------------
 "
Fighter,,PHB,6,Ability Score Improvement,"When you reach 6th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
-------------
If your DM allows the use of feats, you may instead take a {@5etools feat}.
-------------
 "
Fighter,,PHB,7,Martial Archetype feature,"At 7th level, you gain a feature granted by your Martial Archetype.
-------------
 "
Fighter,,PHB,8,Ability Score Improvement,"When you reach 8th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
-------------
If your DM allows the use of feats, you may instead take a {@5etools feat}.
-------------
 "
Fighter,,PHB,9,Indomitable,"Beginning at 9th level, you can reroll a saving throw that you fail. If you do so, you must use the new roll, and you can't use this feature again until you finish a long rest.
-------------
You can use this feature twice between long rests starting at 13th level and three times between long rests starting at 17th level.
-------------
 "
Fighter,,PHB,10,Martial Archetype feature,"At 10th level, you gain a feature granted by your Martial Archetype.
-------------
 "
Fighter,,PHB,11,Extra Attack (2),"At 11th level, you can attack three times whenever you take the {@action Attack} action on your turn.
-------------
 "
Fighter,,PHB,12,Ability Score Improvement,"When you reach 12th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
-------------
If your DM allows the use of feats, you may instead take a {@5etools feat}.
-------------
 "
Fighter,,PHB,13,Indomitable (two uses),"At 13th level, you can use Indomitable twice between long rests.
-------------
 "
Fighter,,PHB,14,Ability Score Improvement,"When you reach 14th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
-------------
If your DM allows the use of feats, you may instead take a {@5etools feat}.
-------------
 "
Fighter,,PHB,15,Martial Archetype feature,"At 15th level, you gain a feature granted by your Martial Archetype.
-------------
 "
Fighter,,PHB,16,Ability Score Improvement,"When you reach 16th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
-------------
If your DM allows the use of feats, you may instead take a {@5etools feat}.
-------------
 "
Fighter,,PHB,17,Action Surge (two uses),"At 17th level, you can use Action Surge twice before a rest, but only once on the same turn.
-------------
 "
Fighter,,PHB,17,Indomitable (three uses),"At 17th level, you can use Indomitable three times between long rests.
-------------
 "
Fighter,,PHB,18,Martial Archetype feature,"At 18th level, you gain a feature granted by your Martial Archetype.
-------------
 "
Fighter,,PHB,19,Ability Score Improvement,"When you reach 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
-------------
If your DM allows the use of feats, you may instead take a {@5etools feat}.
-------------
 "
Fighter,,PHB,20,Extra Attack (3),"At 20th level, you can attack four times whenever you take the {@action Attack} action on your turn.
-------------
 "
Fighter,Echo Knight,EGW,3,Echo Knight,"A mysterious and feared frontline warrior of the Kryn Dynasty, the Echo Knight has mastered the art of using dunamis to summon the fading shades of unrealized timelines to aid them in battle. Surrounded by echoes of their own might, they charge into the fray as a cycling swarm of shadows and strikes.
-------------
 "
Fighter,Echo Knight,EGW,3,Manifest Echo,"{@i 3rd-level Echo Knight feature}
-------------
You can use a bonus action to magically manifest an echo of yourself in an unoccupied space you can see within 15 feet of you. This echo is a magical, translucent, gray image of you that lasts until it is destroyed, until you dismiss it as a bonus action, until you manifest another echo, or until you're {@condition incapacitated}.
-------------
Your echo has AC 14 + your proficiency bonus, 1 hit point, and immunity to all conditions. If it has to make a saving throw, it uses your saving throw bonus for the roll. It is the same size as you, and it occupies its space. On your turn, you can mentally command the echo to move up to 30 feet in any direction (no action required). If your echo is ever more than 30 feet from you at the end of your turn, it is destroyed.
-------------
You can use the echo in the following ways:
-------------
 "
Fighter,Echo Knight,EGW,3,Manifest Echo,"As a bonus action, you can teleport, magically swapping places with your echo at a cost of 15 feet of your movement, regardless of the distance between the two of you.
-------------
When you take the {@action Attack} action on your turn, any attack you make with that action can originate from your space or the echo's space. You make this choice for each attack.
-------------
When a creature that you can see within 5 feet of your echo moves at least 5 feet away from it, you can use your reaction to make an opportunity attack against that creature as if you were in the echo's space.
-------------
 "
Fighter,Echo Knight,EGW,3,Unleash Incarnation,"{@i 3rd-level Echo Knight feature}
-------------
You can heighten your echo's fury. Whenever you take the {@action Attack} action, you can make one additional melee attack from the echo's position.
-------------
You can use this feature a number of times equal to your Constitution modifier (a minimum of once). You regain all expended uses when you finish a long rest.
-------------
 "
Fighter,Echo Knight,EGW,7,Echo Avatar,"{@i 7th-level Echo Knight feature}
-------------
You can temporarily transfer your consciousness to your echo. As an action, you can see through your echo's eyes and hear through its ears. During this time, you are {@condition deafened} and {@condition blinded}. You can sustain this effect for up to 10 minutes, and you can end it at any time (requires no action). While your echo is being used in this way, it can be up to 1,000 feet away from you without being destroyed.
-------------
 "
Fighter,Echo Knight,EGW,10,Shadow Martyr,"{@i 10th-level Echo Knight feature}
-------------
You can make your echo throw itself in front of an attack directed at another creature that you can see. Before the attack roll is made, you can use your reaction to teleport the echo to an unoccupied space within 5 feet of the targeted creature. The attack roll that triggered the reaction is instead made against your echo.
-------------
Once you use this feature, you can't use it again until you finish a short or long rest.
-------------
 "
Fighter,Echo Knight,EGW,15,Reclaim Potential,"{@i 15th-level Echo Knight feature}
-------------
You've learned to absorb the fleeting magic of your echo. When an echo of yours is destroyed by taking damage, you can gain a number of temporary hit points equal to {@dice 2d6} + your Constitution modifier, provided you don't already have temporary hit points.
-------------
You can use this feature a number of times equal to your Constitution modifier (a minimum of once). You regain all expended uses when you finish a long rest.
-------------
 "
Fighter,Echo Knight,EGW,18,Legion of One,"{@i 18th-level Echo Knight feature}
-------------
You can use a bonus action to create two echoes with your Manifest Echo feature, and these echoes can coexist. If you try to create a third echo, the previous two echoes are destroyed. Anything you can do from one echo's position can be done from the other's instead.
-------------
In addition, when you roll initiative and have no uses of your Unleash Incarnation feature left, you regain one use of that feature.
-------------
 "
Fighter,Battle Master,PHB,3,Battle Master,"Those who emulate the archetypal Battle Master employ martial techniques passed down through generations. To a Battle Master, combat is an academic field, sometimes including subjects beyond battle such as weaponsmithing and calligraphy. Not every fighter absorbs the lessons of history, theory, and artistry that are reflected in the Battle Master archetype, but those who do are well-rounded fighters of great skill and knowledge.
-------------
 "
Fighter,Battle Master,PHB,3,Maneuvers,"You learn three maneuvers of your choice, which are listed under ""Maneuvers"" below. Many maneuvers enhance an attack in some way. You can use only one maneuver per attack.
-------------
You learn two additional maneuvers of your choice at 7th, 10th, and 15th level. Each time you learn new maneuvers, you can also replace one maneuver you know with a different one.
-------------
 "
Fighter,Battle Master,PHB,3,Superiority Dice,"You have four superiority dice, which are {@dice d8}s. A superiority die is expended when you use it. You regain all of your expended superiority dice when you finish a short or long rest.
-------------
You gain another superiority die at 7th level and one more at 15th level.
-------------
 "
Fighter,Battle Master,PHB,3,Maneuver,abilityDc str dex 
Fighter,Battle Master,PHB,3,Saving Throws,"Some of your maneuvers require your target to make a saving throw to resist the maneuver's effects. The saving throw DC is calculated as follows:
-------------
 "
Fighter,Battle Master,PHB,3,Combat Superiority,"When you choose this archetype at 3rd level, you learn maneuvers that are fueled by special dice called superiority dice.
-------------
 "
Fighter,Battle Master,TCE,3,Maneuver Options,"{@i 3rd-level fighter {@variantrule optional class features}}
-------------
If you have access to maneuvers, the following maneuvers are added to the list of options available to you. Maneuvers are available to Battle Masters but also to characters who have a special feature like the {@optfeature Superior Technique} fighting style or the {@feat Martial Adept} feat.
-------------
 "
Fighter,Battle Master,TCE,3,Maneuver Options,"Ambush|TCE
-------------
Bait and Switch|TCE
-------------
Brace|TCE
-------------
Commanding Presence|TCE
-------------
Grappling Strike|TCE
-------------
Quick Toss|TCE
-------------
Tactical Assessment|TCE "
Fighter,Battle Master,PHB,3,Maneuvers,"The maneuvers are presented in alphabetical order.
-------------
 "
Fighter,Battle Master,PHB,3,Maneuvers,"Commander's Strike
-------------
Disarming Attack
-------------
Distracting Strike
-------------
Evasive Footwork
-------------
Feinting Attack
-------------
Goading Attack
-------------
Lunging Attack
-------------
Maneuvering Attack
-------------
Menacing Attack
-------------
Parry
-------------
Precision Attack
-------------
Pushing Attack
-------------
Rally
-------------
Riposte
-------------
Sweeping Attack
-------------
Trip Attack "
Fighter,Battle Master,PHB,3,Student of War,"At 3rd level, you gain proficiency with one type of {@filter artisan's tools} of your choice.
-------------
 "
Fighter,Battle Master,PHB,7,Additional Maneuvers,"At 7th level, you learn two additional maneuvers of your choice.
-------------
 "
Fighter,Battle Master,PHB,7,Additional Superiority Die,"You gain another superiority die at 7th level.
-------------
 "
Fighter,Battle Master,PHB,7,Know Your Enemy,"If you spend at least 1 minute observing or interacting with another creature outside combat, you can learn certain information about its capabilities compared to your own. The DM tells you if the creature is your equal, superior, or inferior in regard to two of the following characteristics of your choice:
-------------
 "
Fighter,Battle Master,PHB,7,Know Your Enemy,"Strength score
-------------
Dexterity score
-------------
Constitution score
-------------
Armor Class
-------------
Current hit points
-------------
Total class levels (if any)
-------------
Fighter class levels (if any)
-------------
 "
Fighter,Battle Master,PHB,10,Additional Maneuvers,"At 10th level, you learn two additional maneuvers of your choice.
-------------
 "
Fighter,Battle Master,PHB,10,Improved Combat Superiority (d10),"At 10th level, your superiority dice turn into {@dice d10}s.
-------------
 "
Fighter,Battle Master,PHB,15,Additional Maneuvers,"At 15th level, you learn two additional maneuvers of your choice.
-------------
 "
Fighter,Battle Master,PHB,15,Additional Superiority Die,"You gain another superiority die at 15th level.
-------------
 "
Fighter,Battle Master,PHB,15,Relentless,"Starting at 15th level, when you roll initiative and have no superiority dice remaining, you regain 1 superiority die.
-------------
 "
Fighter,Battle Master,PHB,18,Improved Combat Superiority (d12),"At 18th level, your superiority dice turn into {@dice d12}s.
-------------
 "
Fighter,Champion,PHB,3,Champion,"The archetypal Champion focuses on the development of raw physical power honed to deadly perfection. Those who model themselves on this archetype combine rigorous training with physical excellence to deal devastating blows.
-------------
 "
Fighter,Champion,PHB,3,Improved Critical,"Beginning when you choose this archetype at 3rd level, your weapon attacks score a critical hit on a roll of 19 or 20.
-------------
 "
Fighter,Champion,PHB,7,Remarkable Athlete,"Starting at 7th level, you can add half your proficiency bonus (round up) to any Strength, Dexterity, or Constitution check you make that doesn't already use your proficiency bonus.
-------------
In addition, when you make a running long jump, the distance you can cover increases by a number of feet equal to your Strength modifier.
-------------
 "
Fighter,Champion,PHB,10,Additional Fighting Style,"At 10th level, you can choose a second option from the Fighting Style class feature.
-------------
 "
Fighter,Champion,PHB,15,Superior Critical,"Starting at 15th level, your weapon attacks score a critical hit on a roll of 18-20.
-------------
 "
Fighter,Champion,PHB,18,Survivor,"At 18th level, you attain the pinnacle of resilience in battle. At the start of each of your turns, you regain hit points equal to 5 + your Constitution modifier if you have no more than half of your hit points left. You don't gain this benefit if you have 0 hit points.
-------------
 "
Fighter,Eldritch Knight,PHB,3,Eldritch Knight,"The archetypal Eldritch Knight combines the martial mastery common to all fighters with a careful study of magic. Eldritch Knights use magical techniques similar to those practiced by wizards. They focus their study on two of the eight schools of magic__bjuration and evocation. Abjuration spells grant an Eldritch Knight additional protection in battle, and evocation spells deal damage to many foes at once, extending the fighter's reach in combat. These knights learn a comparatively small number of spells, committing them to memory instead of keeping them in a spellbook.
-------------
 "
Fighter,Eldritch Knight,PHB,3,Cantrips,"You learn two cantrips of your choice from the {@filter wizard spell list}. You learn an additional wizard cantrip of your choice at 10th level.
-------------
 "
Fighter,Eldritch Knight,PHB,3,Spell Slots,"The Eldritch Knight Spellcasting table shows how many spell slots you have to cast your {@filter wizard spells} of 1st level and higher. To cast one of these spells, you must expend a slot of the spell's level or higher. You regain all expended spell slots when you finish a long rest.
-------------
For example, if you know the 1st-level spell {@spell shield} and have a 1st-level and a 2nd-level spell slot available, you can cast {@spell shield} using either slot.
-------------
 "
Fighter,Eldritch Knight,PHB,3,Spells Known of 1st-Level and Higher,"You know three 1st-level wizard spells of your choice, two of which you must choose from the abjuration and evocation spells on the wizard spell list.
-------------
The Spells Known column of the Eldritch Knight Spellcasting table shows when you learn more wizard spells of 1st level or higher. Each of these spells must be an abjuration or evocation spell of your choice, and must be of a level for which you have spell slots. For instance, when you reach 7th level in this class, you can learn one new spell of 1st or 2nd level.
-------------
The spells you learn at 8th, 14th, and 20th level can come from any school of magic.
-------------
Whenever you gain a level in this class, you can replace one of the wizard spells you know with another spell of your choice from the wizard spell list. The new spell must be of a level for which you have spell slots, and it must be an abjuration or evocation spell, unless you're replacing the spell you gained at 3rd, 8th, 14th, or 20th level from any school of magic.
-------------
 "
Fighter,Eldritch Knight,PHB,3,Spell,abilityDc int 
Fighter,Eldritch Knight,PHB,3,Spell,abilityAttackMod int 
Fighter,Eldritch Knight,PHB,3,Spellcasting Ability,"Intelligence is your spellcasting ability for your wizard spells, since you learn your spells through study and memorization. You use your Intelligence whenever a spell refers to your spellcasting ability. In addition, you use your Intelligence modifier when setting the saving throw DC for a wizard spell you cast and when making an attack roll with one.
-------------
 "
Fighter,Eldritch Knight,PHB,3,Spellcasting,"When you reach 3rd level, you augment your martial prowess with the ability to cast spells. See {@book chapter 10} for the general rules of spellcasting and {@book chapter 11} for the {@filter wizard spell list}.
-------------
 "
Fighter,Eldritch Knight,PHB,3,Weapon Bond,"At 3rd level, you learn a ritual that creates a magical bond between yourself and one weapon. You perform the ritual over the course of 1 hour, which can be done during a short rest. The weapon must be within your reach throughout the ritual, at the conclusion of which you touch the weapon and forge the bond.
-------------
Once you have bonded a weapon to yourself, you can't be disarmed of that weapon unless you are {@condition incapacitated}. If it is on the same plane of existence, you can summon that weapon as a bonus action on your turn, causing it to teleport instantly to your hand.
-------------
You can have up to two bonded weapons, but can summon only one at a time with your bonus action. If you attempt to bond with a third weapon, you must break the bond with one of the other two.
-------------
 "
Fighter,Eldritch Knight,PHB,7,War Magic,"Beginning at 7th level, when you use your action to cast a cantrip, you can make one weapon attack as a bonus action.
-------------
 "
Fighter,Eldritch Knight,PHB,10,Eldritch Strike,"At 10th level, you learn how to make your weapon strikes undercut a creature's resistance to your spells. When you hit a creature with a weapon attack, that creature has disadvantage on the next saving throw it makes against a spell you cast before the end of your next turn.
-------------
 "
Fighter,Eldritch Knight,PHB,15,Arcane Charge,"At 15th level, you gain the ability to teleport up to 30 feet to an unoccupied space you can see when you use your Action Surge. You can teleport before or after the additional action.
-------------
 "
Fighter,Eldritch Knight,PHB,18,Improved War Magic,"Starting at 18th level, when you use your action to cast a spell, you can make one weapon attack as a bonus action.
-------------
 "
Fighter,Purple Dragon Knight (Banneret),SCAG,3,Purple Dragon Knight (Banneret),"Purple Dragon Knights are warriors who hail from the kingdom of Cormyr. Pledged to protect the crown, they take the fight against evil beyond the kingdom's borders. They are tasked with wandering the land as knights errant, relying on their judgment, bravery, and fidelity to guide them in defeating evildoers.
-------------
A Purple Dragon Knight inspires greatness in others by committing brave deeds in battle. The mere presence of a knight in a hamlet is enough to cause some orcs and bandits to seek easier prey. A lone knight is a skilled warrior, but a knight leading a band of allies can transform even the most poorly equipped militia into a ferocious war band.
-------------
A knight prefers to lead through deeds, not words. As a knight spearheads an attack, the knight's actions can awaken reserves of courage and conviction in allies that they never suspected they had.
-------------
 "
Fighter,Purple Dragon Knight (Banneret),SCAG,3,Rallying Cry,"When you choose this archetype at 3rd level, you learn how to inspire your allies to fight on past their injuries.
-------------
When you use your Second Wind feature, you can choose up to three creatures within 60 feet of you that are allied with you. Each one regains hit points equal to your fighter level, provided that the creature can see or hear you.
-------------
 "
Fighter,Purple Dragon Knight (Banneret),SCAG,3,Restriction: Knighthood,"Purple Dragon Knights are tied to a specific order of Cormyrean knighthood.
-------------
Banneret serves as the generic name for this archetype if you use it in other campaign settings or to model warlords other than the Purple Dragon Knights.
-------------
 "
Fighter,Purple Dragon Knight (Banneret),SCAG,7,Royal Envoy,"A Purple Dragon Knight serves as an envoy of the Cormyrean crown. Knights of high standing are expected to conduct themselves with grace.
-------------
At 7th level, you gain proficiency in the {@skill Persuasion} skill. If you are already proficient in it, you gain proficiency in one of the following skills of your choice: {@skill Animal Handling}, {@skill Insight}, {@skill Intimidation}, or {@skill Performance}.
-------------
Your proficiency bonus is doubled for any ability check you make that uses {@skill Persuasion}. You receive this benefit regardless of the skill proficiency you gain from this feature.
-------------
 "
Fighter,Purple Dragon Knight (Banneret),SCAG,10,Inspiring Surge,"Starting at 10th level, when you use your Action Surge feature, you can choose one creature within 60 feet of you that is allied with you. That creature can make one melee or ranged weapon attack with its reaction, provided that it can see or hear you.
-------------
Starting at 18th level, you can choose two allies within 60 feet of you, rather than one.
-------------
 "
Fighter,Purple Dragon Knight (Banneret),SCAG,15,Bulwark,"Beginning at 15th level, you can extend the benefit of your Indomitable feature to an ally. When you decide to use Indomitable to reroll an Intelligence, a Wisdom, or a Charisma saving throw and you aren't {@condition incapacitated}, you can choose one ally within 60 feet of you that also failed its saving throw against the same effect. If that creature can see or hear you, it can reroll its saving throw and must use the new roll.
-------------
 "
Fighter,Purple Dragon Knight (Banneret),SCAG,18,Inspiring Surge,"Starting at 18th level, you can choose two allies within 60 feet of you, rather than one.
-------------
 "
Fighter,Psi Warrior,TCE,3,Psi Warrior,"Awake to the psionic power within, a Psi Warrior is a fighter who augments their physical might with psi-infused weapon strikes, telekinetic lashes, and barriers of mental force. Many githyanki train to become such warriors, as do some of the most disciplined high elves. In the world of Eberron, many young kalashtar dream of becoming Psi Warriors.
-------------
As a Psi Warrior, you might have honed your psionic abilities through solo discipline, unlocked it under the tutelage of a master, or refined it at an academy dedicated to wielding the mind's power as both weapon and shield.
-------------
 "
Fighter,Psi Warrior,TCE,3,Psionic Power,"{@i 3rd-level Psi Warrior feature}
-------------
You harbor a wellspring of psionic energy within yourself. This energy is represented by your Psionic Energy dice, which are each a {@dice d6}. You have a number of these dice equal to twice your proficiency bonus, and they fuel various psionic powers you have, which are detailed below.
-------------
Some of your powers expend the Psionic Energy die they use, as specified in a power's description, and you can't use a power if it requires you to use a die when your dice are all expended. You regain all your expended Psionic Energy dice when you finish a long rest. In addition, as a bonus action, you can regain one expended Psionic Energy die, but you can't do so again until you finish a short or long rest.
-------------
When you reach certain levels in this class, the size of your Psionic Energy dice increases: at 5th level ({@dice d8}), 11th level ({@dice d10}), and 17th level ({@dice d12}).
-------------
The powers below use your Psionic Energy dice.
-------------
 "
Fighter,Psi Warrior,TCE,7,Telekinetic Adept,"{@i 7th-level Psi Warrior feature}
-------------
You have mastered new ways to use your telekinetic abilities, detailed below.
-------------
 "
Fighter,Psi Warrior,TCE,10,Guarded Mind,"{@i 10th-level Psi Warrior feature}
-------------
The psionic energy flowing through you has bolstered your mind. You have resistance to psychic damage. Moreover, if you start your turn {@condition charmed} or {@condition frightened}, you can expend a Psionic Energy die and end every effect on yourself subjecting you to those conditions.
-------------
 "
Fighter,Psi Warrior,TCE,15,Bulwark of Force,"{@i 15th-level Psi Warrior feature}
-------------
You can shield yourself and others with telekinetic force. As a bonus action, you can choose creatures, which can include you, that you can see within 30 feet of you, up to a number of creatures equal to your Intelligence modifier (minimum of one creature). Each of the chosen creatures is protected by half cover for 1 minute or until you're {@condition incapacitated}.
-------------
Once you take this bonus action, you can't do so again until you finish a long rest, unless you expend a Psionic Energy die to take it again.
-------------
 "
Fighter,Psi Warrior,TCE,18,Telekinetic Master,"{@i 18th-level Psi Warrior feature}
-------------
Your ability to move creatures and objects with your mind is matched by few. You can cast the {@spell telekinesis} spell, requiring no components, and your spellcasting ability for the spell is Intelligence. On each of your turns while you concentrate on the spell, including the turn when you cast it, you can make one attack with a weapon as a bonus action.
-------------
Once you cast the spell with this feature, you can't do so again until you finish a long rest, unless you expend a Psionic Energy die to cast it again.
-------------
 "
Fighter,Rune Knight,TCE,3,Rune Knight,"Rune Knights enhance their martial prowess using the supernatural power of runes, an ancient practice that originated with giants. Rune cutters can be found among any family of giants, and you likely learned your methods first or second hand from such a mystical artisan. Whether you found the giant's work carved into a hill or cave, learned of the runes from a sage, or met the giant in person, you studied the giant's craft and learned how to apply magic runes to empower your equipment.
-------------
 "
Fighter,Rune Knight,TCE,3,Bonus Proficiencies,"{@i 3rd-level Rune Knight feature}
-------------
You gain proficiency with {@item smith's tools}, and you learn to speak, read, and write {@language Giant}.
-------------
 "
